current_path,filename,extension,size_bytes,primary_family,subfamily,lifecycle_status,authority,usage,scope,project,phase,trajectory,trajectory_role,logical_location_current,logical_location_target,naming_compliance,location_compliance,metadata_profile,content_summary,incoming_references,outgoing_references,duplicate_or_overlap,canonical_candidate,proposed_disposition,proposed_target_path,proposed_target_filename,rationale,risk_level,morris_gate_required,confidence,evidence,reserve_or_question,migration_lot_candidate
projects/chantiers360-v2/app/drizzle/meta/_journal.json,_journal.json,json,631,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,"{ ""version"": ""7"", ""dialect"": ""postgresql"", ""entries"": [ { ""idx"": 0, ""version"": ""7"", ""when"":",,,no,no,rename,projects/chantiers360-v2/app/drizzle/meta/_journal.json,journal.json,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/e2e/helpers/db.ts,db.ts,ts,638,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/e2e/helpers/db.ts,db.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/e2e/inc-01.spec.ts,inc-01.spec.ts,ts,4088,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/e2e/inc-01.spec.ts,inc-01-spec.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/e2e/inc-02.spec.ts,inc-02.spec.ts,ts,4135,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/e2e/inc-02.spec.ts,inc-02-spec.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/e2e/inc-03.spec.ts,inc-03.spec.ts,ts,3110,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/e2e/inc-03.spec.ts,inc-03-spec.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/e2e/inc-04.spec.ts,inc-04.spec.ts,ts,3061,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/e2e/inc-04.spec.ts,inc-04-spec.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/e2e/inc-05.spec.ts,inc-05.spec.ts,ts,4875,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/e2e/inc-05.spec.ts,inc-05-spec.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/e2e/r-qa-04-dashboard-panels.spec.ts,r-qa-04-dashboard-panels.spec.ts,ts,1783,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/e2e/r-qa-04-dashboard-panels.spec.ts,r-qa-04-dashboard-panels-spec.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/lib/chantiers/actions.ts,actions.ts,ts,1697,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/chantiers/actions.ts,actions.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/chantiers/mappers.ts,mappers.ts,ts,1891,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/chantiers/mappers.ts,mappers.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/chantiers/queries.ts,queries.ts,ts,1551,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/chantiers/queries.ts,queries.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/chantiers/types.ts,types.ts,ts,914,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/chantiers/types.ts,types.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/comptes-rendus/actions.ts,actions.ts,ts,576,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/comptes-rendus/actions.ts,actions.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/comptes-rendus/format.ts,format.ts,ts,357,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/comptes-rendus/format.ts,format.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/comptes-rendus/queries.ts,queries.ts,ts,620,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/comptes-rendus/queries.ts,queries.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/dashboard/right-panels.ts,right-panels.ts,ts,1878,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/dashboard/right-panels.ts,right-panels.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/db/index.ts,index.ts,ts,535,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/db/index.ts,index.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/db/schema.ts,schema.ts,ts,2764,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/db/schema.ts,schema.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/planning/actions.ts,actions.ts,ts,902,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/planning/actions.ts,actions.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/planning/format.ts,format.ts,ts,423,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/planning/format.ts,format.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/planning/queries.ts,queries.ts,ts,1045,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/planning/queries.ts,queries.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/planning/types.ts,types.ts,ts,449,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/planning/types.ts,types.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/prochaines-actions/format.ts,format.ts,ts,2818,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/prochaines-actions/format.ts,format.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/prochaines-actions/queries.ts,queries.ts,ts,3846,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/prochaines-actions/queries.ts,queries.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/prochaines-actions/types.ts,types.ts,ts,829,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/prochaines-actions/types.ts,types.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/reserves/actions.ts,actions.ts,ts,1326,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/reserves/actions.ts,actions.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/reserves/queries.ts,queries.ts,ts,1049,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/reserves/queries.ts,queries.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/reserves/types.ts,types.ts,ts,299,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/reserves/types.ts,types.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/taches/actions.ts,actions.ts,ts,1267,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/taches/actions.ts,actions.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/taches/queries.ts,queries.ts,ts,1004,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/taches/queries.ts,queries.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/lib/taches/types.ts,types.ts,ts,266,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,keep,projects/chantiers360-v2/app/lib/taches/types.ts,types.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/next.config.ts,next.config.ts,ts,130,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,non-compliant,compliant,N/A,Binary or non-text artifact (ts),,,no,no,rename,projects/chantiers360-v2/app/next.config.ts,next-config.ts,Family F17 from path/content heuristics; D10 location compliant; D12 naming non-compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-D
projects/chantiers360-v2/app/package-lock.json,package-lock.json,json,278328,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,"{ ""name"": ""chantiers360-v2"", ""version"": ""0.2.0-inc01"", ""lockfileVersion"": 3, ""requires"": true, ""packages"": {",,,no,no,keep,projects/chantiers360-v2/app/package-lock.json,package-lock.json,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
projects/chantiers360-v2/app/package.json,package.json,json,1656,F17,,validated,informational,operational,project,chantiers360-v2,,N/A,N/A,projects,projects,compliant,compliant,N/A,"{ ""name"": ""chantiers360-v2"", ""private"": true, ""version"": ""0.5.0-inc05"", ""description"": ""Chantiers360 v2 — delive",,,no,no,keep,projects/chantiers360-v2/app/package.json,package.json,Family F17 from path/content heuristics; D10 location compliant; D12 naming compliant.,low,no,high,path+content-sample+incoming-link-count,,lot-G
